,Name,District,Price,latitude,longitude
1737,Mayfair By The Sea I 3 RoomsFlat D Lower Floor Block 16,Tai Po,13800000,22.41970879604095,114.2095530751206
1738,Whampoa EstateFlat 2 Lower Floor Kai Fu Building,Hung Hom,4980000,22.305786578127083,114.18451205556494
1739,Parc Palais 3 Rooms 2 Living RoomsFlat B Lower Floor Block 1,Kingspark,25000000,22.31054525700057,114.1766734408742
1740,Festival City Phase 1Flat SC Higher Floor Block 5,Shatin,18500000,22.370138254647372,114.17605942564194
1742,Laguna Verde Laguna Grande 2 Rooms 2 Living RoomsFlat A Higher Floor Tower 21,Hung Hom,12280000,22.276830000000075,114.17612000000008
1743,Grand Yoho Phase 1Flat F Higher Floor Tower 10,Yuen Long,12000000,22.276830000000075,114.17612000000008
1744,Sausalito 2 Rooms 2 Living RoomsFlat E Higher Floor Block 6,Ma On Shan,8080000,22.41186318233588,114.22255946069004
1745,Lohas Park Le Prestige - Le Prime 3 Rooms 1 Living RoomFlat A Higher Floor Tower 7 L,Lohas Park,9750000,22.276830000000075,114.17612000000008
1746,Park Vista (Park Yoho) Park Yoho (Phase 1A)Flat C Lower Floor Block 10A,Yuen Long,7360000,22.451027562715694,114.0532965543448
1747,Park Vista (Park Yoho) Park Yoho Genova (Phase 2A)Flat A Middle Floor Tower 18B,Yuen Long,14000000,22.451027562715694,114.0532965543448
1748,Kam Ying CourtFlat 3 Lower Floor Kam Yuet House (Block G),Ma On Shan,4700000,22.421944794441544,114.23597057081571
1749,Hoi Hing Building 2 Rooms 1 Living RoomFlat B Higher Floor,Tin Hau,5650000,22.320617179616477,114.16056745432184
1750,Royal Peninsula 1 Room 2 Living RoomsFlat B Higher Floor Block 2,Hung Hom,9800000,22.30456818427126,114.18454445048872
1751,Parc Oasis 2 Rooms 2 Living RoomsFlat F Middle Floor Block 17,Yau Yat Chuen / Shek Kip Mei,12330000,22.333493267426718,114.17449844796715
1752,Tanner Garden 3 Rooms 2 Living RoomsFlat G Higher Floor Block 1,North Point / Fortress Hill,16200000,22.290016263368614,114.20197845186908
1753,Wun Fat Building 2 RoomsFlat D Lower Floor,Yuen Long,3700000,22.28968020635176,114.20771676777292
1754,Casa Bella 2 Rooms 1 Living RoomFlat B Lower Floor,Sheung Wan / Central,12900000,22.3217972359065,114.27247642416023
1755,Ho Shun Tai Building 1 RoomFlat 4 Lower Floor Block B,Yuen Long,4099999,22.289795373701395,114.20778927123536
1756,Waldorf Garden 2 RoomsFlat B Higher Floor Block 5,Tuen Mun,5000000,22.278782081075192,114.16023300048334
1757,King Tin Court 2 RoomsFlat 3 Higher Floor Block C - (Bing Sam House),Shatin,6350000,22.307226337635527,114.23699148662246
1758,Chatham GateFlat A Middle Floor Block 2,Hung Hom,40000000,22.31099609858869,114.1863318505633
1759,Aegean Coast 3 Rooms 2 Living RoomsFlat B Lower Floor Tower 5,Tuen Mun,11000000,22.372096242765565,113.99411746720273
1760,Finery Park 3 Rooms 2 Living RoomsFlat B Higher Floor Block 2,Po Lam / Tseung Kwan O Station,12000000,22.323859215780615,114.25480596610016
1762,Avon Park 2 RoomsFlat F Middle Floor Block 2,Sheung Shui / Fanling,5350000,22.295749290984006,114.17171355996828
1763,Mandarin Court 3 Rooms 2 Living RoomsFlat A Lower Floor Block 4,Ho Man Tin,11000000,22.321715186608174,114.17944643395526
1764,Ava Court 3 Rooms 2 Living RoomsFlat E Middle Floor,Kowloon Tong / Beacon Hill,17000000,22.276830000000075,114.17612000000008
1765,Discovery Park Phase 2 2 Rooms 2 Living RoomsFlat B Middle Floor Block 05,Tsuen Wan,7480000,22.376115180376132,114.11151841300693
1766,Golden Castle Mansion 3 RoomsFlat A2 Higher Floor,North Point / Fortress Hill,8900000,22.276830000000075,114.17612000000008
1767,Mei Chung CourtFlat 6 Higher Floor Block C - (Hing Chung House),Shatin,5000000,22.380960000000073,114.17417000000012
1768,The Reach 2 Rooms 1 Living RoomFlat B Lower Floor Tower 13,Yuen Long,6100000,22.43687479926416,114.0327946738114
1770,City One Shatin Phase 2 2 Rooms 2 Living RoomsFlat F Middle Floor Block 19,Shatin,7600000,22.397403839229327,114.19120223922243
1771,Amoy Gardens Phase 2A 2 Rooms 2 Living RoomsFlat 5 Lower Floor Block H,Kowloon Bay,6300000,22.324953223379907,114.2158144821691
1772,Saddle Ridge Garden 3 RoomsFlat G Middle Floor Block 01,Ma On Shan,6000000,22.424850240549574,114.23794646362865
1773,Midland Court 1 Room 1 Living RoomFlat C Higher Floor,Mid-Levels West,8100000,22.276830000000075,114.17612000000008
1774,Centrestage 3 Rooms 2 Living RoomsFlat C Lower Floor Block 2,Sheung Wan / Central,20000000,22.283716250465318,114.15088842013427
1775,Banyan Garden Phase IFlat G Higher Floor Block 1,Lai Chi Kok,13000000,22.33444426588403,114.14773448266828
1777,Providence Bay The Graces 3 Rooms 2 Living RoomsFlat C Higher Floor Block 7,Tai Po,21000000,22.42761091907863,114.21138661644022
1778,Grand Yoho Phase 1Flat B Lower Floor Tower 02,Yuen Long,11600000,22.276830000000075,114.17612000000008
1779,King Tin Court 2 Rooms 2 Living RoomsFlat 4 Higher Floor Block C - (Bing Sam House),Shatin,5900000,22.36693017998465,114.18012545442377
1780,Marina Garden 2 RoomsFlat D Middle Floor Block 4,Tuen Mun,6250000,22.278782081075192,114.16023300048334
1781,Sereno Verde Phase 2Flat C Lower Floor Block 09,Yuen Long,6000000,22.43617323671367,114.0303344248673
1782,Flora Plaza 1 RoomFlat H Lower Floor Block 05,Sheung Shui / Fanling,5500000,22.485448253850052,114.14130443829231
1783,The Rise 2 Rooms 1 Living RoomFlat LC Higher Floor,Tsuen Wan,7810000,22.276830000000075,114.17612000000008
1784,Residence Oasis 3 Rooms 2 Living RoomsFlat C Lower Floor Block 2,Hang Hau,12980000,22.3153992256469,114.26481940632357
1785,K. K. Mansion 3 Rooms 1 Living RoomFlat E Lower Floor,Sheung Wan / Central,19500000,22.276830000000075,114.17612000000008
1786,Mei Foo Sun Chuen Phase III 2 RoomsFlat A Middle Floor Broadway 047,Mei Foo,8300000,22.33579625683792,114.1395804067791
1787,City One Shatin Phase 5 2 Rooms 1 Living RoomFlat B Middle Floor Block 51,Shatin,5700000,22.338561244466604,114.15074220586138
1788,Dragons Range Court C 3 Rooms 1 Living RoomFlat A Lower Floor Tower 2,Kau To Shan / Fotan,13680000,22.41970879604095,114.2095530751206
1789,Paxton 4 Rooms 2 Living RoomsFlat C Higher Floor,Ho Man Tin,51000000,22.21076245056966,114.02889129427678
1790,Hawthorn Garden 3 RoomsFlat C Middle Floor,Happy Valley / Mid-Levels East,19200000,22.266474194948785,114.1876093364263
1791,The Reach 2 Rooms 1 Living RoomFlat D Higher Floor Tower 11,Yuen Long,6880000,22.43687479926416,114.0327946738114
1792,Tseung Kwan O Plaza Phase 1 3 Rooms 2 Living RoomsFlat B Higher Floor Block 3A,Po Lam / Tseung Kwan O Station,9600000,22.320263843201218,114.27236202837543
1793,Holland Garden 3 RoomsHigher Floor,Happy Valley / Mid-Levels East,27800000,22.28443308754352,114.13081774248768
1794,Lung Poon Court 1 RoomFlat 9 Lower Floor Block A,Diamond Hill / San Po Kong / Ngau Chi Wan,5100000,22.34193948672244,114.20210391013052
1795,The Palazzo 3 Rooms 1 Living RoomFlat A Lower Floor Tower 3,Kau To Shan / Fotan,15280000,22.39526619199853,114.19916846265346
1796,City One Shatin Phase 5 1 Room 1 Living RoomFlat B Lower Floor Block 52,Shatin,5380000,22.382035894900582,114.20210163031686
1797,Kam Shan Court 2 Rooms 2 Living RoomsFlat A Higher Floor,Happy Valley / Mid-Levels East,9700000,22.44799919970626,114.15969846916266
1798,Bellagio Phase 2Flat D Lower Floor Block 2,Sham Tseng / Tsing Lung Tau,10800000,22.36656724566518,114.06128040636963
1799,Lohas Park Le PrestigeFlat A Middle Floor Tower 2 L,Lohas Park,13500000,22.276830000000075,114.17612000000008
1800,Double Cove Phase 2 (Double Cove Starview) 1 Room 2 Living RoomsFlat C Higher Floor Block 18,Ma On Shan,8680000,22.43140613938317,114.24113574522312
1801,Novum Point 1 Room 2 Living RoomsFlat N Lower Floor,North Point / Fortress Hill,7000000,22.304822198194756,114.25162746836509
1802,Jing Ying Building 2 RoomsFlat A Middle Floor,Yuen Long,3600000,22.252087789705058,114.17456114393406
1803,Kingswood Villas Lynwood Court 4 Rooms 1 Living RoomFlat D Higher Floor Block 05,Tin Shui Wai,15000000,22.453078200170637,114.00075047031658
1804,Liberte 2 Rooms 2 Living RoomsFlat F Higher Floor Block 5,Lai Chi Kok,9900000,22.334711263854672,114.14907040752496
1805,Yik Fat Building 1 Room 1 Living RoomFlat D Middle Floor,Yuen Long,3680000,22.252087789705058,114.17456114393406
1806,Fairview Garden 3 Rooms 2 Living RoomsFlat B Higher Floor Block 2,Tsuen Wan,7500000,22.27846509417448,114.16054811056728
1807,Imperial Cullinan 2 Rooms 2 Living RoomsFlat B Higher Floor Block 6B (Imperial Seaside),Olympic,19000000,22.31834526535704,114.15568347656642
1808,Fou Wah CentreFlat H Lower Floor,Tsuen Wan,5400000,22.37291300000004,114.1182808000001
1809,City One Shatin Phase 5 1 Living RoomFlat C Lower Floor Block 28,Shatin,11000000,22.338561244466604,114.15074220586138
1810,Upper East 1 Living RoomFlat C Middle Floor Block 1B,Hung Hom,4380000,22.276830000000075,114.17612000000008
1811,Ocean View 2 Rooms 2 Living RoomsFlat F Middle Floor Block 3,Ma On Shan,8000000,22.41976239831176,114.2097321125724
1812,Coastal Skyline Phase 1 3 Rooms 2 Living RoomsFlat B Higher Floor Block 6,Tung Chung,12500000,22.291233220792833,113.94522443645496
1813,Marina South 4 Rooms 2 Living RoomsFlat A Lower Floor Tower 2,Ap Lei Chau,59000000,22.24306950369646,114.15890085226295
1814,Belvedere Garden Phase IIIFlat G Lower Floor Block 1,Tsuen Wan,9180000,22.371813254736765,114.10178946063786
1815,Eden Manor 1 Room 1 Living RoomFlat E Lower Floor Tower 7,Sheung Shui / Fanling,6700000,22.276830000000075,114.17612000000008
1816,Kingswood Villas Kenswood Court 3 Rooms 1 Living RoomFlat C Higher Floor Block 09,Tin Shui Wai,6600000,22.46024778593345,114.00668740269744
1817,Seaview Crescent 2 Rooms 1 Living RoomFlat D Lower Floor Block 3,Tung Chung,8000000,22.237809289840797,114.19365182909657
1818,Albron Court 3 Rooms 3 Living RoomsFlat B Higher Floor,Sheung Wan / Central,42000000,22.276830000000075,114.17612000000008
1819,South Horizons Phase 2 3 Rooms 2 Living RoomsFlat B Higher Floor Block 15,Ap Lei Chau,11500000,22.24403126419287,114.14503248084532
1820,Park Mansions 4 Rooms 2 Living RoomsFlat B Lower Floor,Mid-Levels Central / Admiralty,47800000,22.289992020192276,114.20874746754079
1821,Peace Tower 2 Rooms 1 Living RoomFlat B Middle Floor,Mid-Levels West,9500000,22.3191142121525,114.17376545930233
1822,Maritime Bay 2 Rooms 2 Living RoomsFlat D Higher Floor Block 2,Hang Hau,7950000,22.313789282666406,114.26719838023641
1823,Beautiful Garden 1 RoomFlat 3 Middle Floor Block B,Tai Po,4800000,22.29684912240917,114.01184577216014
1825,Horace Court 2 Rooms 2 Living RoomsFlat C Middle Floor,Happy Valley / Mid-Levels East,8880000,22.268645568875897,114.18445933339393
1826,Sham Wan Towers 2 Rooms 2 Living RoomsFlat D Middle Floor Tower 2,Ap Lei Chau,9800000,22.24400025008015,114.15904643679221
1827,Eden ManorFlat C Higher Floor Tower 7,Sheung Shui / Fanling,7800000,22.276830000000075,114.17612000000008
1828,Dragons Range Court C 3 Rooms 2 Living RoomsFlat D Lower Floor Tower 3,Kau To Shan / Fotan,13900000,22.41368152794638,114.19956385209093
1829,Banyan Garden Phase IIFlat B Higher Floor Block 7,Lai Chi Kok,9100000,22.33444426588403,114.14773448266828
1830,East Point City 3 Rooms 2 Living RoomsFlat A Lower Floor Block 8,Hang Hau,9580000,22.316392230256895,114.26539743342505
1832,Laguna City Phase 4 3 Rooms 2 Living RoomsFlat E Middle Floor Block 23,Lam Tin / Yau Tong,11000000,22.30529902843222,114.2284805366036
1833,Richland Garden 2 RoomsFlat A Lower Floor Block 2,Tuen Mun,6300000,22.329429283831967,114.20679183577849
1834,Double Cove Phase 1 3 Rooms 2 Living RoomsFlat E Middle Floor Block 1,Ma On Shan,12300000,22.43140613938317,114.24113574522312
1835,Euston Court 3 RoomsFlat A Middle Floor Block 2,Mid-Levels West,17180000,22.284395969114147,114.14442303261846
1836,Jubilee Garden 2 Rooms 2 Living RoomsFlat D Middle Floor Block 7,Shatin,7890000,22.284006193401098,114.15491604710004
1837,Oasis Kai Tak 2 Rooms 1 Living RoomFlat D Middle Floor Tower 1,Kai Tak,13000000,22.271444236851153,114.17001043565119
1838,Luk Yeung Sun Chuen 2 Rooms 2 Living RoomsFlat 2 Lower Floor Block K,Tsuen Wan,6400000,22.373240255924543,114.1205484088349
1839,Hong Kong Gold Coast Phase 1A 4 Rooms 1 Living RoomFlat A Lower Floor Block 01,Tuen Mun,7340000,22.279420308814107,114.17138645263032
1840,Belmont Heights 2 Rooms 2 Living RoomsFlat C Higher Floor,Kowloon Tong / Beacon Hill,9500000,22.341031188830357,114.18199843823288
1841,Parkview Court 3 RoomsFlat B Higher Floor,Tuen Mun,7180000,22.296226045376407,114.15168874313086
1842,Whampoa Estate 2 Rooms 2 Living RoomsFlat 6 Lower Floor Lok Wing Building,Hung Hom,6000000,22.306289211527996,114.18817840869986
1843,Yu Fung Building 2 RoomsFlat B Higher Floor,Happy Valley / Mid-Levels East,13500000,22.269725400000027,114.18447560000004
1844,Twin Regency 1 Room 1 Living RoomFlat M Lower Floor Tower 1,Yuen Long,6050000,22.276830000000075,114.17612000000008
1845,Royal Ascot Phase 1 3 Rooms 1 Living RoomFlat C Middle Floor Block 06,Kau To Shan / Fotan,14000000,22.39760927967616,114.1908818828831
1846,Nan Fung Plaza 3 Rooms 2 Living RoomsFlat H Lower Floor Block 1,Hang Hau,11000000,22.314774356500987,114.26453271038574
1847,The Grandville 3 Rooms 2 Living RoomsFlat C Middle Floor Block D,Kau To Shan / Fotan,14000000,22.400863255346337,114.19419548157452
1848,Belvedere Garden Phase IIIFlat G Lower Floor Block 1,Tsuen Wan,7600000,22.371813254736765,114.10178946063786
1849,Metro Town Phase 2 (Le Point) 4 Rooms 2 Living RoomsFlat G Higher Floor Block 10,Tiu Keng Leng,17900000,22.30421719499526,114.25184244114666
1850,The Sherwood 3 RoomsFlat G Lower Floor Block 1,Tuen Mun,6300000,22.45316711799928,114.00243363129395
1851,Tsui Lai Garden 2 RoomsFlat F Higher Floor Block 5,Sheung Shui / Fanling,3000000,22.388686670498263,114.20804252162056
1852,Peony Court 4 Rooms 2 Living RoomsFlat D Lower Floor,Yau Yat Chuen / Shek Kip Mei,13500000,22.33055623356745,114.17458218251102
1853,Tuen Mun Town Plaza Phase 1 2 RoomsFlat H Lower Floor Block 4,Tuen Mun,5250000,22.3931941924659,113.97647248405542
1854,Woodlands Terrace 1 Room 1 Living RoomHigher Floor,Mid-Levels West,14500000,22.281762283426602,114.15071228246705
1855,Cheung Fat EstateFlat 05 Middle Floor Block 1 (King Fat House),Tsing Yi,4000000,22.36270623962872,114.10375446278158
1857,Green Lane Court 3 Rooms 1 Living RoomFlat 132 Higher Floor Blue Pool Road 130-140,Happy Valley / Mid-Levels East,29800000,22.263397437778792,114.18912903283208
1859,Hilton Plaza 1 Room 1 Living RoomFlat 4 Higher Floor Block A,Shatin,5500000,22.379473178583964,114.18663042907224
1860,Mei Foo Sun Chuen Phase VII 3 RoomsFlat B Lower Floor Lai Wan Road 12,Mei Foo,16500000,22.337840445461712,114.13798658324889
1861,Metro City Phase 2 3 Rooms 2 Living RoomsFlat G Lower Floor Block 05,Po Lam / Tseung Kwan O Station,11100000,22.322998253272715,114.25831343067148
1862,Kam Lung Court 2 Rooms 2 Living RoomsFlat 3 Higher Floor Lung Yiu House(Block C),Ma On Shan,5200000,22.426221238533742,114.24028741313896
1863,Fortune Garden 3 Rooms 2 Living Rooms72 Ting Kok Road (House),Tai Po,19880000,22.45915155972314,114.19881736589542
1864,Hong Lok Yuen 18Th StreetHouse,Tai Po,23800000,22.465617397825987,114.15261253610612
1865,Choi Po Court 1 Room 1 Living RoomFlat 16 Higher Floor Block B (Choi Ching House),Sheung Shui / Fanling,4030000,22.502082252321998,114.12489240762727
1866,Tung Chung Crescent Phase 1 1 Living RoomFlat D Lower Floor Block 3,Tung Chung,8180000,22.287116116825302,113.94081283441687
1867,Trend PlazaFlat 3 Lower Floor Block C,Tuen Mun,5000000,22.393065100000058,113.97571830000004
1868,Riviera Gardens 2 RoomsFlat F Higher Floor Block 6,Tsuen Wan,6500000,22.380873101659244,114.19548952629009
1869,Tung Chung Crescent Phase 1 2 Rooms 1 Living RoomFlat A Middle Floor Block 1,Tung Chung,7950000,22.287116116825302,113.94081283441687
1870,Lohas Park Hemera 3 Rooms 2 Living RoomsFlat A Middle Floor Tower 5 L (Topaz),Lohas Park,12000000,22.296675912579417,114.26938405691817
1871,Peak One Phase 1Flat B Higher Floor Block 1,Shatin,33000000,22.26561308012606,114.15255361895663
1872,Jubilee Garden 2 Rooms 2 Living RoomsFlat G Middle Floor Block 5,Shatin,6750000,22.284006193401098,114.15491604710004
1873,Festival City Phase 2 4 Rooms 2 Living RoomsFlat SB Higher Floor Block 1,Shatin,17200000,22.36932725769907,114.17428645419648
1874,Sunshine City Phase 4 2 RoomsFlat 2 Middle Floor Block K,Ma On Shan,6350000,22.295749290984006,114.17171355996828
1875,Coastal Skyline Phase 1 3 Rooms 1 Living RoomFlat B Higher Floor Block 3,Tung Chung,12000000,22.291233220792833,113.94522443645496
1876,La Costa 2 Rooms 1 Living RoomFlat B Lower Floor Block 1,Ma On Shan,9480000,22.420017627263448,114.21012262544133
1877,Nan Fung Plaza 3 Rooms 2 Living RoomsFlat G Lower Floor Block 2,Hang Hau,11300000,22.314774356500987,114.26453271038574
1878,Arts Building 3 Rooms 1 Living RoomFlat A Higher Floor,Mid-Levels West,12000000,22.276830000000075,114.17612000000008
1879,Shun Chi Court 2 Rooms 2 Living RoomsFlat 8 Higher Floor Block B (Shun Wing House),Kwun Tong,5350000,22.332617260242046,114.22589243780692
1880,City One Shatin Phase 1 3 Rooms 1 Living RoomFlat A Middle Floor Block 07,Shatin,8199999,22.39760927967616,114.1908818828831
1881,Sun Court 1 RoomFlat A Lower Floor,Hong Kong West,9500000,22.276587841229784,114.16849331658727
1882,Scenic Gardens 3 Rooms 1 Living RoomFlat A Higher Floor Block 7,Yuen Long,8000000,22.205989543444474,114.02861393710066
1883,Cosmopolitan EstateFlat 4 Lower Floor Tai Chung Building,Tai Kok Tsui,4040000,22.369208196266243,114.1180094326046
1884,Man Bo Building 1 Room 1 Living RoomFlat E Middle Floor,Tuen Mun,3200000,22.252087789705058,114.17456114393406
1885,Grand Palisades 3 Rooms 2 Living RoomsFlat A Lower Floor Block 10,Tai Po,9980000,22.44144821189053,114.17254745887442
1886,Festival City Phase 2 4 Rooms 2 Living RoomsFlat SB Middle Floor Block 1,Shatin,18800000,22.36932725769907,114.17428645419648
1887,Aquamarine 2 Rooms 2 Living RoomsFlat D Middle Floor Block 3,Lai Chi Kok,8980000,22.33321766777436,114.14839605124679
1888,Liberte 2 Rooms 2 Living RoomsFlat F Lower Floor Block 7,Lai Chi Kok,8880000,22.334711263854672,114.14907040752496
1889,Seanorama 4 Rooms 2 Living RoomsFlat D Middle Floor Block 2A,Ma On Shan,18300000,22.432526060454563,114.24304036414719
1890,Grand Court 1 Room 1 Living RoomHigher Floor,Mid-Levels West,8250000,22.31632319300593,114.1772524569792
1891,The SparkleFlat F Middle Floor Block 2,Cheung Sha Wan / Sham Shui Po,13800000,22.26753433806242,114.18645766292997
1892,Telford Gardens 2 RoomsFlat 4 Higher Floor Block N,Kowloon Bay,7680000,22.323427234832252,114.21292142865161
1893,The Leighton Hill 2 Rooms 2 Living RoomsFlat B Higher Floor Block 9,Happy Valley / Mid-Levels East,43800000,22.276056239617787,114.18431744966347
1894,Symphony Bay Villa Rhapsody 3 Rooms 2 Living RoomsFlat B Middle Floor Block 02,Sai Kung / Clear Water Bay,13800000,22.43044425488631,114.24917747545828
1895,Ming Yuet Building 1 Room 2 Living RoomsFlat A Middle Floor,North Point / Fortress Hill,4000000,22.314356032854448,114.22822575928956
1896,Dragons Range Court A 2 Rooms 1 Living RoomFlat F Higher Floor Tower 1,Kau To Shan / Fotan,9190000,22.41976239831176,114.2097321125724
1897,Prime View Garden 2 RoomsFlat E Higher Floor Block 4,Tuen Mun,4680000,22.278782081075192,114.16023300048334
1898,Wing Hing BuildingFlat 5 Lower Floor,Yuen Long,3700000,22.277830300000062,114.22664510000004
1899,Sun Kwai Hing Gardens 2 Rooms 2 Living RoomsFlat 4 Middle Floor Block C,Kwai Chung,7000000,22.362933208453853,114.13078246604027
1900,Greenwood Garden 2 RoomsFlat 8 Lower Floor Block C,Shatin,4080000,22.26681626011144,114.234363142026
1901,Festival City Phase 2Flat SB Middle Floor Block 1,Shatin,17300000,22.36932725769907,114.17428645419648
1902,The Legend At Jardine's Lookout 3 Rooms 2 Living RoomsFlat B Higher Floor Block V,Jardine's Lookout / Tai Hang,28000000,22.275007252804244,114.19509348083909
1904,The Reach 2 Rooms 1 Living RoomFlat E Higher Floor Tower 05,Yuen Long,5490000,22.43687479926416,114.0327946738114
1905,Flora Court 2 Rooms 1 Living RoomFlat B Middle Floor,Sheung Wan / Central,8000000,22.276830000000075,114.17612000000008
1906,Central Park Towers Phase 1 (Central Park Towers) 4 Rooms 2 Living Rooms,Tin Shui Wai,9500000,22.28158219840466,114.1616326643628
1907,FioriFlat A Block 5,Hung Shui Kiu,11800000,22.444666499479055,114.01515561808606
1909,FioriFlat A Block 5,Hung Shui Kiu,11800000,22.444666499479055,114.01515561808606
1910,Fortune Gardens 2 RoomsFlat 3 Lower Floor Block B,Mid-Levels West,12800000,22.281270213572895,114.15077543872349
1912,Kingswood Villas Sherwood Court 3 Rooms 2 Living RoomsFlat A Middle Floor Block 01,Tin Shui Wai,6700000,22.45316711799928,114.00243363129395
1913,Shatin New Town (Lucky Plaza) 2 Rooms 1 Living RoomFlat A Higher Floor Block D2 ( Kwai Lam Court ),Shatin,6600000,22.383004226420894,114.19059241647574
1914,Caribbean Coast Phase 2 3 Rooms 2 Living RoomsFlat A Middle Floor Block 6,Tung Chung,12000000,22.29301220326022,113.95091241413331
1915,Brilliant Garden 2 RoomsFlat 6 Lower Floor Block E,Tuen Mun,5150000,22.40743575429796,113.97920954902905
1916,Tai Po Centre Phase 2 2 RoomsFlat D Middle Floor Block 05,Tai Po,5100000,22.492737929566175,114.14574851940654
1917,Kensington Mansion 2 RoomsFlat A Middle Floor,Hong Kong West,5250000,22.287162100000046,114.14089960000001
1918,Whampoa Garden Site 2 2 Rooms 2 Living RoomsFlat B Middle Floor Block 01,Hung Hom,8199999,22.304851214300243,114.19032543650519
1919,South Horizons Phase 3 3 Rooms 2 Living RoomsFlat D Higher Floor Block 20,Ap Lei Chau,10500000,22.24403126419287,114.14503248084532
1920,Tai Po Centre Phase 4 2 Living RoomsFlat H Middle Floor Block 08,Tai Po,7050000,22.45141726413243,114.16998244154945
1921,Yuet Wu Villa 2 Rooms 2 Living RoomsFlat F Lower Floor Block 13,Tuen Mun,5100000,22.37474919141016,113.96804544541942
1922,Chuang's-On-The-Park 3 RoomsFlat D Middle Floor,Tin Hau,11500000,22.281652200000053,114.19233520000012
1923,Bayview Garden 3 RoomsFlat E Lower Floor Block 2,Tsuen Wan,8800000,22.27846509417448,114.16054811056728
1924,Smithfield Terrace 1 RoomFlat C6 Middle Floor Block C,Hong Kong West,6800000,22.28393700215805,114.12784876403764
1925,City Garden Phase 2 3 Rooms 1 Living RoomFlat C Middle Floor Block 14,North Point / Fortress Hill,10800000,22.29262103899039,114.20672175204692
1926,Bayview GardenFlat H Middle Floor Block 1,Tsuen Wan,7900000,22.258196269282237,114.18926618722696
1928,South Horizons Phase 3 2 Rooms 2 Living RoomsFlat A Higher Floor Block 23,Ap Lei Chau,11110000,22.24403126419287,114.14503248084532
1929,St. Barths Phase 1 3 Rooms 1 Living RoomFlat A Higher Floor Cedar Court Tower 2,Ma On Shan,15500000,22.3658072019021,113.99940242141588
1930,Conifer Lodge 3 RoomsBlock 9,Kau To Shan / Fotan,19480000,22.40804906580972,114.20680179922226
1931,Royal Ascot Phase 2 3 Rooms 1 Living RoomFlat G Lower Floor Block 09,Kau To Shan / Fotan,14300000,22.397403839229327,114.19120223922243
1932,Larvotto 2 Rooms 2 Living RoomsFlat A Middle Floor Block 08,Ap Lei Chau,32000000,22.24014323705819,114.15969945916629
1933,Royal Jubilee 3 Rooms 2 Living RoomsFlat D Lower Floor Block 1,Sheung Shui / Fanling,7380000,22.5049052435848,114.12876141069285
1934,Avon Court 3 Rooms 2 Living RoomsFlat B Lower Floor,Kowloon Tong / Beacon Hill,12800000,22.276830000000075,114.17612000000008
1935,Dragons Range Court D 3 Rooms 1 Living RoomFlat C Lower Floor Tower 1,Kau To Shan / Fotan,20000000,22.41970879604095,114.2095530751206
1936,Rica Victoria 2 RoomsFlat C Lower Floor,North Point / Fortress Hill,6900000,22.29151500000006,114.19706960000008
1937,Kam Fung Mansion 2 RoomsFlat C Middle Floor,Hong Kong West,7500000,22.284817200000077,114.14100130000008
1938,Taikoo Shing Sing Fai Terrace 3 Rooms 2 Living RoomsFlat B Higher Floor Tien Sing Mansion,Taikoo / Sai Wan Ho,15860000,22.286880261967895,114.21925946969316
1939,Dominion Court 3 Rooms 2 Living RoomsFlat C Lower Floor,Ho Man Tin,12900000,22.276830000000075,114.17612000000008
1940,Intelligent Court 2 Rooms 1 Living RoomFlat B Lower Floor,Tin Hau,8900000,22.276830000000075,114.17612000000008
1941,South Horizons Phase 2 3 Rooms 2 Living RoomsFlat G Higher Floor Block 09,Ap Lei Chau,15500000,22.24403126419287,114.14503248084532
1942,Tsuen Wan Centre 2 RoomsFlat G Middle Floor Soochow House(Block 4),Tsuen Wan,4750000,22.370660000000044,114.1047900000001
1943,Residence Oasis 3 Rooms 2 Living RoomsFlat E Middle Floor Block 1,Hang Hau,11950000,22.3153992256469,114.26481940632357
1944,Yick Fai Building 2 RoomsFlat A Higher Floor,Yuen Long,4500000,22.289795373701395,114.20778927123536
1945,Tung Cheung Building 2 Rooms 1 Living RoomFlat A Lower Floor,Hong Kong West,6610000,22.35035624073106,114.35476145530265
1946,The AmusedFlat F Lower Floor,Cheung Sha Wan / Sham Shui Po,5760000,22.276830000000075,114.17612000000008
1949,Duke Garden 4 Rooms 2 Living RoomsFlat C Lower Floor,Ho Man Tin,15000000,22.325880849885692,114.17485962350611
1950,Genius Court 1 RoomFlat D Lower Floor,Kowloon City,6500000,22.32841620000005,114.18774750000011
1951,Chin Hung Building 2 Rooms 1 Living RoomFlat C Middle Floor,Wan Chai / Causeway Bay,6300000,22.252087789705058,114.17456114393406
1953,The Hemispheres 2 Rooms 1 Living RoomFlat A Lower Floor,Tin Hau,11380000,22.276830000000075,114.17612000000008
1955,Ka Shing CourtFlat 6 Lower Floor Block B,Sheung Shui / Fanling,3150000,22.422961938391893,114.23258118062864
1956,Shatin Centre 2 Living RoomsFlat E Higher Floor Block G - (Sun Ning Building),Shatin,6000000,22.37921386974891,114.18739488085961
1957,Parc City 2 Rooms 2 Living RoomsFlat E Middle Floor Tower 6,Tsuen Wan,11200000,22.276830000000075,114.17612000000008
1958,Tseung Kwan O Plaza Phase 1 3 Rooms 2 Living RoomsFlat B Middle Floor Block 3A,Po Lam / Tseung Kwan O Station,9800000,22.320263843201218,114.27236202837543
